Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides IEF1_1	Peptides IEF1_2	Peptides IEF2_1	Peptides IEF2_2	Razor + unique peptides IEF1_1	Razor + unique peptides IEF1_2	Razor + unique peptides IEF2_1	Razor + unique peptides IEF2_2	Unique peptides IEF1_1	Unique peptides IEF1_2	Unique peptides IEF2_1	Unique peptides IEF2_2	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Fraction 9	Fraction 10	Fraction 11	Fraction 12	Fraction 13	Fraction 14	Fraction 15	Fraction 16	Fraction 17	Fraction 18	Fraction 19	Fraction 20	Fraction 21	Fraction 22	Fraction 23	Fraction 24	Q-value	Score	Identification type IEF1_1	Identification type IEF1_2	Identification type IEF2_1	Identification type IEF2_2	Ratio H/L	Ratio H/L normalized	Ratio H/L variability [%]	Ratio H/L count	Ratio H/L iso-count	Ratio H/L type	Ratio H/L IEF1_1	Ratio H/L IEF1_2	Ratio H/L IEF2_1	Ratio H/L IEF2_2	Ratio H/L normalized IEF1_1	Ratio H/L normalized IEF1_2	Ratio H/L normalized IEF2_1	Ratio H/L normalized IEF2_2	Ratio H/L variability [%] IEF1_1	Ratio H/L variability [%] IEF1_2	Ratio H/L variability [%] IEF2_1	Ratio H/L variability [%] IEF2_2	Ratio H/L count IEF1_1	Ratio H/L count IEF1_2	Ratio H/L count IEF2_1	Ratio H/L count IEF2_2	Ratio H/L iso-count IEF1_1	Ratio H/L iso-count IEF1_2	Ratio H/L iso-count IEF2_1	Ratio H/L iso-count IEF2_2	Ratio H/L type IEF1_1	Ratio H/L type IEF1_2	Ratio H/L type IEF2_1	Ratio H/L type IEF2_2	Sequence coverage IEF1_1 [%]	Sequence coverage IEF1_2 [%]	Sequence coverage IEF2_1 [%]	Sequence coverage IEF2_2 [%]	Intensity	Intensity L	Intensity H	Intensity IEF1_1	Intensity L IEF1_1	Intensity H IEF1_1	Intensity IEF1_2	Intensity L IEF1_2	Intensity H IEF1_2	Intensity IEF2_1	Intensity L IEF2_1	Intensity H IEF2_1	Intensity IEF2_2	Intensity L IEF2_2	Intensity H IEF2_2	Only identified by site	Reverse	Potential contaminant	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	genename	Fastas	Human_GN	UniprotID	Normalized Ratio L/H	Normalized Ratio L/H IEF1_1	Normalized Ratio L/H IEF1_2	Normalized Ratio L/H IEF2_1	Normalized Ratio L/H IEF2_2	significant
Q5RCR5;Q8NBJ7;Q58CP2;Q8BPG6	Q5RCR5;Q8NBJ7	6;6;2;2	6;6;2;2	6;6;2;2	Sulfatase-modifying factor 2	SUMF2	sp|Q5RCR5|SUMF2_PONAB Sulfatase-modifying factor 2 OS=Pongo abelii GN=SUMF2 PE=2 SV=1;sp|Q8NBJ7|SUMF2_HUMAN Sulfatase-modifying factor 2 OS=Homo sapiens GN=SUMF2 PE=1 SV=2	4	6	6	6	6	4	4	4	6	4	4	4	6	4	4	4	22.3	22.3	22.3	33.857	301	301;301;301;308	12.9	4.0	1.0	1.0	5.0						1.0	2.0	2.0	3.0	3.0							4.0	7.0	2.0		0.0	35.976	By MS/MS	By MS/MS	By MS/MS	By MS/MS	0.97806	1.3701	8.3381	30	0	Leave out requantified	0.9130799999999999	1.0294	1.0284	0.9520700000000001	1.2762	1.4216	1.5339	1.4244	9.9789	3.5736	14.767000000000001	57.597	12	10	4	4	0	0	0	0	Leave out requantified	Leave out requantified	Leave out requantified	Leave out requantified	22.3	14.0	17.9	17.6	3595500000	1762600000	1832900000	1511200000	773770000	737410000	1514500000	702160000	812370000	115590000	58918000	56675000	454190000	227700000	226480000				2152;4782;5657;11609;14227;17178	True;True;True;True;True;True	2273;5016;5923;12223;15060;18372	16977;16978;33019;33020;33021;33022;33023;33024;37980;37981;37982;37983;37984;37985;37986;37987;37988;37989;37990;76950;76951;76952;76953;76954;76955;76956;95082;95083;95084;95085;112102;112103;112104;112105;112106	14641;14642;28081;28082;28083;28084;32253;32254;32255;32256;32257;32258;32259;32260;64703;64704;64705;64706;64707;64708;64709;79800;94388;94389;94390;94391;94392;94393;94394	14642;28083;32254;64704;79800;94394			SUMF2	['sp|Q5RCR5|SUMF2_PONAB Sulfatase-modifying factor 2 OS=Pongo abelii GN=SUMF2 PE=2 SV=1', 'sp|Q8NBJ7|SUMF2_HUMAN Sulfatase-modifying factor 2 OS=Homo sapiens GN=SUMF2 PE=1 SV=2']	SUMF2	Q5RCR5	-0.46010384844145075	-0.32029763417973145	-0.49308101845726493	-0.6055624861089437	-0.4996682025455938	True
Q5REX5;Q9NUJ1	Q5REX5;Q9NUJ1	3;2	3;2	3;2	Mycophenolic acid acyl-glucuronide esterase, mitochondrial	ABHD10	sp|Q5REX5|ABHDA_PONAB Mycophenolic acid acyl-glucuronide esterase, mitochondrial OS=Pongo abelii GN=ABHD10 PE=2 SV=1;sp|Q9NUJ1|ABHDA_HUMAN Mycophenolic acid acyl-glucuronide esterase, mitochondrial OS=Homo sapiens GN=ABHD10 PE=1 SV=1	2	3	3	3	2	3	1	1	2	3	1	1	2	3	1	1	16.3	16.3	16.3	33.806999999999995	306	306;306	18.2															1.0	2.0	5.0	2.0	4.0	1.0	3.0				0.0	18.449	By MS/MS	By MS/MS	By matching	By matching	0.8983899999999999	1.2436	8.0683	17	0	Leave out requantified	0.87518	0.9328700000000001	0.5794699999999999	0.63067	1.2271	1.2967	0.87066	0.95136	13.129000000000001	3.68	0.28723000000000004	16.83	6	6	2	3	0	0	0	0	Leave out requantified	Leave out requantified	Median	Median	10.8	16.3	3.9	3.9	878600000	439930000	438680000	367690000	170850000	196840000	429240000	216830000	212410000	47685000	30620000	17065000	33992000	21627000	12365000				12510;21805;22437	True;True;True	13174;13175;23293;23955	83195;83196;83197;141753;141754;141755;141756;141757;141758;141759;141760;141761;141762;141763;141764;141765;141766;146178	69810;69811;69812;120278;120279;120280;120281;120282;120283;124014	69810;120278;124014	1581	247	ABHD10	['sp|Q5REX5|ABHDA_PONAB Mycophenolic acid acyl-glucuronide esterase, mitochondrial OS=Pongo abelii GN=ABHD10 PE=2 SV=1', 'sp|Q9NUJ1|ABHDA_HUMAN Mycophenolic acid acyl-glucuronide esterase, mitochondrial OS=Homo sapiens GN=ABHD10 PE=1 SV=1']	ABHD10	Q5REX5	-0.33752274623642253	-0.25913613532585433	-0.3510252843824148	0.2220331513063977	0.09451413954408708	True
Q5RFC2;Q9UNF1	Q5RFC2;Q9UNF1	5;5	5;5	5;5	Melanoma-associated antigen D2	MAGED2	sp|Q5RFC2|MAGD2_PONAB Melanoma-associated antigen D2 OS=Pongo abelii GN=MAGED2 PE=2 SV=1;sp|Q9UNF1|MAGD2_HUMAN Melanoma-associated antigen D2 OS=Homo sapiens GN=MAGED2 PE=1 SV=2	2	5	5	5	3	4	3	3	3	4	3	3	3	4	3	3	11.2	11.2	11.2	64.947	606	606;606	5.8		3.0	5.0	4.0												1.0	2.0								0.0	30.465999999999998	By MS/MS	By MS/MS	By MS/MS	By MS/MS	0.95114	1.3513	23.971	12	0	Leave out requantified	0.9738600000000001	0.9564299999999999	0.90105	0.9790399999999999	1.3483	1.3394	1.368	1.4342	5.364	4.7236	29.122	9.5984	3	4	3	2	0	0	0	0	Median	Leave out requantified	Leave out requantified	Median	9.4	11.2	6.6	6.8	362320000	208020000	154310000	125710000	73076000	52633000	129790000	80447000	49347000	26751000	14417000	12334000	80068000	40075000	39993000				4086;10861;13233;16492;18869	True;True;True;True;True	4290;11438;13949;17658;20176	29129;29130;29131;29132;71986;71987;71988;87905;87906;87907;87908;108625;122016;122017;122018	24769;24770;24771;60685;60686;60687;73547;73548;73549;73550;73551;73552;91611;103158	24769;60687;73547;91611;103158			MAGED2	['sp|Q5RFC2|MAGD2_PONAB Melanoma-associated antigen D2 OS=Pongo abelii GN=MAGED2 PE=2 SV=1', 'sp|Q9UNF1|MAGD2_HUMAN Melanoma-associated antigen D2 OS=Homo sapiens GN=MAGED2 PE=1 SV=2']	MAGED2	Q5RFC2	-0.4198385866630812	-0.41327075442894445	-0.38700861917485513	-0.4148400405229137	-0.539968356679798	True
Q5RFN6;Q99439;Q3SYU6;Q08094;Q08093	Q5RFN6;Q99439;Q3SYU6;Q08094;Q08093	6;6;4;3;3	5;5;3;2;2	5;5;3;2;2	Calponin-2	CNN2;Cnn2	sp|Q5RFN6|CNN2_PONAB Calponin-2 OS=Pongo abelii GN=CNN2 PE=2 SV=3;sp|Q99439|CNN2_HUMAN Calponin-2 OS=Homo sapiens GN=CNN2 PE=1 SV=4;sp|Q3SYU6|CNN2_BOVIN Calponin-2 OS=Bos taurus GN=CNN2 PE=2 SV=3;sp|Q08094|CNN2_PIG Calponin-2 (Fragment) OS=Sus scrofa GN=CN	5	6	5	5	6	5	3	5	5	4	2	4	5	4	2	4	27.8	24.3	24.3	33.696999999999996	309	309;309;309;296;305	12.8		1.0	1.0	1.0	4.0	3.0	2.0	4.0	4.0	3.0	3.0	2.0	2.0	4.0	5.0	4.0	2.0	2.0	1.0	2.0	1.0			6.0	0.0	30.054000000000002	By MS/MS	By MS/MS	By MS/MS	By MS/MS	0.53894	0.75193	9.9275	53	0	Leave out requantified	0.55601	0.5271600000000001	0.52468	0.52454	0.76927	0.71786	0.7669199999999999	0.76656	21.639	15.854000000000001	3.0971	41.65	16	12	12	13	0	0	0	0	Leave out requantified	Leave out requantified	Leave out requantified	Leave out requantified	27.8	22.3	10.7	22.7	4725200000	3116000000	1609200000	1562900000	1047700000	515230000	1619800000	1065200000	554580000	588170000	382350000	205810000	954250000	620710000	333530000				2720;6881;7076;15028;18542;20707	True;True;False;True;True;True	2864;7219;7424;16083;19820;19821;22134	20311;20312;20313;20314;20315;20316;20317;20318;20319;20320;20321;20322;20323;20324;20325;20326;20327;20328;20329;20330;20331;20332;20333;20334;20335;20336;20337;20338;20339;20340;46323;46324;46325;46326;46327;46328;46329;46330;46331;46332;46333;46334;46335;46336;46337;46338;46339;46340;46341;47729;47730;47731;47732;47733;47734;47735;47736;47737;47738;47739;47740;47741;47742;47743;47744;47745;47746;47747;47748;47749;47750;47751;47752;47753;47754;100363;100364;100365;119914;119915;119916;133783;133784	17337;17338;17339;17340;17341;17342;17343;17344;17345;17346;17347;17348;17349;17350;17351;17352;17353;17354;17355;17356;17357;17358;17359;17360;39435;39436;39437;39438;39439;39440;39441;39442;40520;40521;40522;40523;40524;40525;40526;40527;40528;40529;40530;40531;40532;40533;40534;40535;40536;40537;40538;40539;40540;40541;40542;40543;40544;40545;40546;84394;101271;101272;101273;113720;113721;113722	17338;39436;40526;84394;101271;113720	1586	79	CNN2	['sp|Q5RFN6|CNN2_PONAB Calponin-2 OS=Pongo abelii GN=CNN2 PE=2 SV=3', 'sp|Q99439|CNN2_HUMAN Calponin-2 OS=Homo sapiens GN=CNN2 PE=1 SV=4', 'sp|Q3SYU6|CNN2_BOVIN Calponin-2 OS=Bos taurus GN=CNN2 PE=2 SV=3', 'sp|Q08094|CNN2_PIG Calponin-2 (Fragment) OS=Sus scrofa GN=CN']	CNN2	Q5RFN6	0.39969445573143236	0.39533280360891204	0.47240985882271397	0.3653293263646252	0.3603466545908423	True
Q9CZ28;Q96H20;Q5RK19	Q9CZ28;Q96H20;Q5RK19	2;2;2	2;2;2	2;2;2	Vacuolar-sorting protein SNF8	Snf8;SNF8	sp|Q9CZ28|SNF8_MOUSE Vacuolar-sorting protein SNF8 OS=Mus musculus GN=Snf8 PE=2 SV=1;sp|Q96H20|SNF8_HUMAN Vacuolar-sorting protein SNF8 OS=Homo sapiens GN=SNF8 PE=1 SV=1;sp|Q5RK19|SNF8_RAT Vacuolar-sorting protein SNF8 OS=Rattus norvegicus GN=Snf8 PE=1 SV=	3	2	2	2	1	1	1	0	1	1	1	0	1	1	1	0	10.1	10.1	10.1	28.886	258	258;258;258	1.67	2.0		1.0																						0.0	11.759	By MS/MS	By MS/MS	By matching		0.91946	1.3213	16.48	2	0	Median													0	1	1	0	0	0	0	0	Median	Median	Median	Median	5.4	4.7	4.7	0.0	39512000	21736000	17776000	0	0	0	34876000	19711000	15165000	4636800	2025000	2611800	0	0	0				5236;7338	True;True	5487;7694	35585;35586;49494	30301;41944	30301;41944			Snf8	['sp|Q9CZ28|SNF8_MOUSE Vacuolar-sorting protein SNF8 OS=Mus musculus GN=Snf8 PE=2 SV=1', 'sp|Q96H20|SNF8_HUMAN Vacuolar-sorting protein SNF8 OS=Homo sapiens GN=SNF8 PE=1 SV=1', 'sp|Q5RK19|SNF8_RAT Vacuolar-sorting protein SNF8 OS=Rattus norvegicus GN=Snf8 PE=1 SV=']	SNF8	Q9CZ28	-0.3709676903726697					True
Q5SXA9;Q8IX03	Q5SXA9;Q8IX03	1;1	1;1	1;1	Protein KIBRA	Wwc1;WWC1	sp|Q5SXA9|KIBRA_MOUSE Protein KIBRA OS=Mus musculus GN=Wwc1 PE=1 SV=1;sp|Q8IX03|KIBRA_HUMAN Protein KIBRA OS=Homo sapiens GN=WWC1 PE=1 SV=1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.1	1.1	1.1	124.11	1104	1104;1113	7.0							4.0																		0.0061419	5.9147	By matching	By MS/MS	By matching	By matching	0.5532600000000001	0.7832899999999999	7.4014	4	0	Median													1	1	1	1	0	0	0	0	Median	Median	Median	Median	1.1	1.1	1.1	1.1	107830000	64720000	43107000	20808000	12665000	8142900	51203000	30957000	20246000	20620000	12765000	7855700	15195000	8332400	6862600				12186	True	12832	80950;80951;80952;80953	67917	67917			Wwc1	['sp|Q5SXA9|KIBRA_MOUSE Protein KIBRA OS=Mus musculus GN=Wwc1 PE=1 SV=1', 'sp|Q8IX03|KIBRA_HUMAN Protein KIBRA OS=Homo sapiens GN=WWC1 PE=1 SV=1']	WWC1	Q5SXA9	0.36186150039960335					True
Q8CJ40;Q5TZA2	Q8CJ40;Q5TZA2	1;1	1;1	1;1	Rootletin	Crocc;CROCC	sp|Q8CJ40|CROCC_MOUSE Rootletin OS=Mus musculus GN=Crocc PE=1 SV=2;sp|Q5TZA2|CROCC_HUMAN Rootletin OS=Homo sapiens GN=CROCC PE=1 SV=1	2	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	0.4	0.4	0.4	226.94	2009	2009;2017	4.5				2.0	2.0																				0.0014104	6.2534	By matching	By MS/MS			0.56216	0.7680899999999999	1.1787	4	0	Median	0.56242	0.561			0.76658	0.7680899999999999			1.78	0.98005			2	2	0	0	0	0	0	0	Median	Median	Median	Median	0.4	0.4	0.0	0.0	4563700000	2924800000	1638900000	1780000000	1129300000	650690000	2783700000	1795500000	988200000	0	0	0	0	0	0				11222	True	11816	74331;74332;74333;74334	62523	62523			Crocc	['sp|Q8CJ40|CROCC_MOUSE Rootletin OS=Mus musculus GN=Crocc PE=1 SV=2', 'sp|Q5TZA2|CROCC_HUMAN Rootletin OS=Homo sapiens GN=CROCC PE=1 SV=1']	CROCC	Q8CJ40	0.3388383192449956	0.37879573563411345	0.3826499932531142			True
Q5UIP0	Q5UIP0	3	3	3	Telomere-associated protein RIF1	RIF1	sp|Q5UIP0|RIF1_HUMAN Telomere-associated protein RIF1 OS=Homo sapiens GN=RIF1 PE=1 SV=2	1	3	3	3	1	1	2	0	1	1	2	0	1	1	2	0	1.9	1.9	1.9	274.46	2472	2472	8.5		2.0													2.0										0.0	17.585	By MS/MS	By MS/MS	By MS/MS		0.9029799999999999	1.2354	8.0953	3	0	Median													1	1	1	0	0	0	0	0	Median	Median	Median	Median	0.8	0.8	1.1	0.0	139120000	75597000	63527000	81397000	42792000	38605000	53432000	30804000	22628000	4295600	2001400	2294200	0	0	0				8970;12121;13783	True;True;True	9434;12767;14516	59427;80546;91625;91626	50351;67635;76719;76720	50351;67635;76720			RIF1	['sp|Q5UIP0|RIF1_HUMAN Telomere-associated protein RIF1 OS=Homo sapiens GN=RIF1 PE=1 SV=2']	RIF1	Q5UIP0	-0.34487491105434787					True
Q9GMY1;Q7JJZ8;Q5W9D7;Q5W9D6;Q5W9D5;Q9QYS9;Q96PU8;Q91XU1;Q9YH18;Q6P104;Q32NN2;Q6IRN2	Q9GMY1;Q7JJZ8;Q5W9D7;Q5W9D6;Q5W9D5;Q9QYS9;Q96PU8;Q91XU1;Q9YH18;Q6P104;Q32NN2;Q6IRN2	2;2;2;2;2;2;2;2;1;1;1;1	2;2;2;2;2;2;2;2;1;1;1;1	2;2;2;2;2;2;2;2;1;1;1;1	Protein quaking;Protein quaking-B;Protein quaking-A	Qki;QKI;qkib;qki-a;qki-b	sp|Q9GMY1|QKI_CANFA Protein quaking OS=Canis familiaris GN=QKI PE=2 SV=1;sp|Q7JJZ8|QKI_FELCA Protein quaking OS=Felis catus GN=QKI PE=2 SV=1;sp|Q5W9D7|QKI_BOVIN Protein quaking OS=Bos taurus GN=QKI PE=2 SV=1;sp|Q5W9D6|QKI_HORSE Protein quaking OS=Equus cab	12	2	2	2	2	2	2	1	2	2	2	1	2	2	2	1	9.4	9.4	9.4	37.67	341	341;341;341;341;341;341;341;341;340;319;341;342	5.33					10.0	5.0																			0.0	12.45	By MS/MS	By MS/MS	By MS/MS	By MS/MS	0.5757399999999999	0.79906	2.623	13	0	Leave out requantified	0.6077899999999999	0.6117100000000001	0.49237	0.47975	0.8484700000000001	0.83952	0.70992	0.69328	4.9305	6.6859	20.485	3.4605	3	6	2	2	0	0	0	0	Median	Leave out requantified	Median	Median	9.4	9.4	9.4	4.1	1478700000	951950000	526750000	373950000	214340000	159610000	822560000	507830000	314730000	207600000	182200000	25399000	74580000	47580000	27000000				12697;17368	True;True	13369;18574	84373;84374;84375;84376;84377;84378;84379;113193;113194;113195;113196;113197;113198;113199;113200	70713;70714;70715;95203;95204;95205;95206;95207;95208	70713;95204			Qki	['sp|Q9GMY1|QKI_CANFA Protein quaking OS=Canis familiaris GN=QKI PE=2 SV=1', 'sp|Q7JJZ8|QKI_FELCA Protein quaking OS=Felis catus GN=QKI PE=2 SV=1', 'sp|Q5W9D7|QKI_BOVIN Protein quaking OS=Bos taurus GN=QKI PE=2 SV=1', 'sp|Q5W9D6|QKI_HORSE Protein quaking OS=Equus cab']	QKI	Q9GMY1	0.3044016747835042	0.26687069575681266	0.2578029031946373	0.45702426266622265	0.4891166411848541	True
Q63ZY3;Q1LZH7;Q8BX02	Q63ZY3	5;2;1	5;2;1	5;2;1	KN motif and ankyrin repeat domain-containing protein 2	KANK2	sp|Q63ZY3|KANK2_HUMAN KN motif and ankyrin repeat domain-containing protein 2 OS=Homo sapiens GN=KANK2 PE=1 SV=1	3	5	5	5	3	3	4	3	3	3	4	3	3	3	4	3	7.9	7.9	7.9	91.17299999999999	851	851;858;843	16.6		2.0														2.0	5.0	5.0	6.0	2.0					0.0	32.106	By MS/MS	By MS/MS	By MS/MS	By MS/MS	1.1169	1.5944	14.517000000000001	19	0	Leave out requantified	1.0556	1.1603	1.0966	1.1255	1.4756	1.6258	1.6177	1.6863	13.038	23.193	17.159000000000002	18.265	9	4	3	3	0	0	0	0	Leave out requantified	Leave out requantified	Leave out requantified	Leave out requantified	4.1	4.1	6.6	4.0	483340000	221150000	262190000	240500000	115320000	125170000	176190000	68417000	107780000	21741000	11972000	9769100	44907000	25435000	19472000				1208;1602;4874;20931;23083	True;True;True;True;True	1273;1691;5112;22374;24628	9021;9022;9023;9024;9025;9026;9027;12382;12383;12384;12385;12386;12387;12388;33497;135484;135485;135486;135487;135488;135489;149934	7622;7623;7624;10599;10600;10601;28481;115142;115143;115144;115145;115146;115147;127261	7622;10600;28481;115145;127261			KANK2	['sp|Q63ZY3|KANK2_HUMAN KN motif and ankyrin repeat domain-containing protein 2 OS=Homo sapiens GN=KANK2 PE=1 SV=1']	KANK2	Q63ZY3	-0.6516089939911953	-0.529547716587293	-0.6657751987006966	-0.6981983495720867	-0.7410947040739212	True
Q9UKA9;Q91Z31;Q66H20	Q9UKA9;Q91Z31;Q66H20	4;4;4	4;4;4	4;4;4	Polypyrimidine tract-binding protein 2	PTBP2;Ptbp2	sp|Q9UKA9|PTBP2_HUMAN Polypyrimidine tract-binding protein 2 OS=Homo sapiens GN=PTBP2 PE=1 SV=1;sp|Q91Z31|PTBP2_MOUSE Polypyrimidine tract-binding protein 2 OS=Mus musculus GN=Ptbp2 PE=1 SV=2;sp|Q66H20|PTBP2_RAT Polypyrimidine tract-binding protein 2 OS=Ra	3	4	4	4	4	2	0	0	4	2	0	0	4	2	0	0	17.1	17.1	17.1	57.49	531	531;531;531	8.67						3.0	1.0			2.0	3.0														0.0	24.488000000000003	By MS/MS	By MS/MS			0.55675	0.76336	23.949	6	0	Leave out requantified	0.5522199999999999	0.56947			0.75634	0.7709199999999999			23.884	15.921			4	2	0	0	0	0	0	0	Leave out requantified	Median	Median	Median	17.1	8.3	0.0	0.0	323760000	149390000	174370000	142870000	56525000	86350000	180890000	92866000	88021000	0	0	0	0	0	0				3239;10681;14930;15433	True;True;True;True	3405;11248;15983;16525	24083;24084;24085;24086;70974;70975;70976;99884;102635	20585;59950;59951;59952;83975;86253	20585;59951;83975;86253			PTBP2	['sp|Q9UKA9|PTBP2_HUMAN Polypyrimidine tract-binding protein 2 OS=Homo sapiens GN=PTBP2 PE=1 SV=1', 'sp|Q91Z31|PTBP2_MOUSE Polypyrimidine tract-binding protein 2 OS=Mus musculus GN=Ptbp2 PE=1 SV=2', 'sp|Q66H20|PTBP2_RAT Polypyrimidine tract-binding protein 2 OS=Ra']	PTBP2	Q9UKA9	0.35278946990632176	0.40520049446980516	0.36103092213840726			True
Q687X5	Q687X5	8	8	8	Metalloreductase STEAP4	STEAP4	sp|Q687X5|STEA4_HUMAN Metalloreductase STEAP4 OS=Homo sapiens GN=STEAP4 PE=1 SV=1	1	8	8	8	8	6	6	7	8	6	6	7	8	6	6	7	24.6	24.6	24.6	51.981	459	459	9.83	2.0	6.0	7.0	4.0	1.0		4.0	5.0	5.0	7.0	7.0	4.0	2.0	3.0	3.0	4.0		1.0				1.0	3.0	2.0	0.0	48.86	By MS/MS	By MS/MS	By MS/MS	By MS/MS	2.0180000000000002	2.8229	11.415999999999999	62	0	Leave out requantified	1.8922	1.8077	2.4467	2.4037	2.6115	2.4813	3.6169	3.5717	14.315	9.3098	6.6127	11.954	16	22	12	12	0	0	0	0	Leave out requantified	Leave out requantified	Leave out requantified	Leave out requantified	24.6	18.1	16.1	19.6	7514400000	2356200000	5158100000	1867000000	499030000	1367900000	4373800000	1485700000	2888100000	407260000	124330000	282930000	866320000	247170000	619150000				4064;9421;9537;15225;16163;19415;20505;20506	True;True;True;True;True;True;True;True	4267;9909;10050;16294;16295;16296;17313;20761;21925;21926	29030;29031;29032;62564;62565;62566;62567;62568;62569;62570;62571;62572;62573;62574;62575;62576;63424;63425;63426;63427;63428;63429;101417;101418;101419;101420;101421;101422;101423;101424;101425;101426;101427;101428;101429;101430;101431;101432;101433;101434;101435;101436;101437;101438;101439;101440;101441;101442;106919;106920;106921;106922;106923;125617;125618;125619;125620;125621;132264;132265;132266;132267;132268;132269;132270;132271;132272;132273;132274;132275;132276	24678;24679;52867;52868;52869;52870;52871;52872;52873;52874;52875;53602;53603;85252;85253;85254;85255;85256;85257;85258;85259;85260;85261;85262;85263;85264;85265;85266;85267;85268;85269;85270;85271;90144;90145;90146;90147;106317;106318;106319;106320;106321;106322;106323;106324;112307;112308;112309;112310;112311;112312;112313;112314;112315;112316;112317;112318	24679;52869;53602;85271;90144;106321;112312;112317	1603;1604	178;184	STEAP4	['sp|Q687X5|STEA4_HUMAN Metalloreductase STEAP4 OS=Homo sapiens GN=STEAP4 PE=1 SV=1']	STEAP4	Q687X5	-1.505035146412246	-1.3715490461890383	-1.305432603451497	-1.8559981882839673	-1.8357854952776913	True
Q68CZ6	Q68CZ6	2	2	2	HAUS augmin-like complex subunit 3	HAUS3	sp|Q68CZ6|HAUS3_HUMAN HAUS augmin-like complex subunit 3 OS=Homo sapiens GN=HAUS3 PE=1 SV=1	1	2	2	2	2	2	0	0	2	2	0	0	2	2	0	0	5.6	5.6	5.6	69.65	603	603	14.3											2.0	2.0								2.0					0.0	11.704	By MS/MS	By matching			0.9465899999999999	1.2965	23.863000000000003	6	0	Leave out requantified	0.79401	1.5448			1.0991	2.1031			2.7525	52.122			3	3	0	0	0	0	0	0	Median	Median	Median	Median	5.6	5.6	0.0	0.0	103920000	50774000	53146000	36810000	20570000	16240000	67110000	30204000	36906000	0	0	0	0	0	0				8304;12838	True;True	8732;13535	55048;55049;85363;85364;85365;85366	46607;71548	46607;71548			HAUS3	['sp|Q68CZ6|HAUS3_HUMAN HAUS augmin-like complex subunit 3 OS=Homo sapiens GN=HAUS3 PE=1 SV=1']	HAUS3	Q68CZ6	-0.4129205582667425	-0.1187135431396568	-1.0786974002013805			True
Q69YH5	Q69YH5	1	1	1	Cell division cycle-associated protein 2	CDCA2	sp|Q69YH5|CDCA2_HUMAN Cell division cycle-associated protein 2 OS=Homo sapiens GN=CDCA2 PE=1 SV=2	1	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	2.3	2.3	2.3	112.68	1023	1023	7.0							2.0																		0.006224100000000001	5.9236	By MS/MS	By MS/MS			0.56697	0.78999	4.0426	2	0	Median													1	1	0	0	0	0	0	0	Median	Median	Median	Median	2.3	2.3	0.0	0.0	93623000	60537000	33085000	28777000	17501000	11276000	64846000	43037000	21809000	0	0	0	0	0	0				10798	True	11374	71661;71662	60444;60445	60444			CDCA2	['sp|Q69YH5|CDCA2_HUMAN Cell division cycle-associated protein 2 OS=Homo sapiens GN=CDCA2 PE=1 SV=2']	CDCA2	Q69YH5	0.3265467228422938					True
Q91YH5;Q6DD88;Q0ZHH6	Q91YH5;Q6DD88	3;3;1	3;3;1	3;3;1	Atlastin-3	Atl3;ATL3	sp|Q91YH5|ATLA3_MOUSE Atlastin-3 OS=Mus musculus GN=Atl3 PE=2 SV=1;sp|Q6DD88|ATLA3_HUMAN Atlastin-3 OS=Homo sapiens GN=ATL3 PE=1 SV=1	3	3	3	3	2	3	1	1	2	3	1	1	2	3	1	1	7.4	7.4	7.4	60.574	541	541;541;541	8.27	4.0	1.0											1.0	3.0	2.0										0.0	18.041	By MS/MS	By MS/MS	By matching	By MS/MS	0.9371200000000001	1.3031	43.708999999999996	7	0	Median	1.3297	1.3587		0.82783	1.8205	1.8558		1.2235	66.139	50.006		40.069	2	2	1	2	0	0	0	0	Median	Median	Median	Median	5.4	7.4	1.8	1.8	428400000	177070000	251330000	137900000	31383000	106510000	142570000	60681000	81888000	36935000	20909000	16026000	111000000	64101000	46900000				10120;18531;23263	True;True;True	10665;19806;24822	67635;67636;119842;119843;119844;119845;151053;151054;151055;151056;151057	57157;57158;101214;101215;101216;128224;128225;128226	57158;101216;128225			Atl3	['sp|Q91YH5|ATLA3_MOUSE Atlastin-3 OS=Mus musculus GN=Atl3 PE=2 SV=1', 'sp|Q6DD88|ATLA3_HUMAN Atlastin-3 OS=Homo sapiens GN=ATL3 PE=1 SV=1']	ATL3	Q91YH5	-0.3984146766406814	-0.8625852498958876	-0.8935042760219982		-0.297935084203794	True
